,0,1,2,3,4
0,47.828035903758625,46.26995342219885,49.18579478398673,47.38930167812951,46.57319655912381
1,45.70723122564808,44.230731750625175,46.9917611529118,45.29939473447546,44.52466980266012
2,43.68026284281739,42.280664398488774,44.89501400830912,43.30254824849123,42.56392254691697
3,41.74759148720548,40.420715783654444,42.895625855264036,41.399242445632744,40.69330267880238
4,39.9032364023511,38.64492081548468,40.98929347246493,39.583059303439896,38.90730346461279
5,38.13807637290123,36.94264594840367,39.16604420149385,37.84148804774783,37.196244861155705
6,36.45519352776836,35.32171884605085,37.42763773513646,36.18019541772204,35.563969456144484
7,34.85011845957486,33.773301126448004,35.76972225806989,34.59404582466486,34.00748873808309
8,33.318557676983154,32.29686925569965,34.186517928523145,33.08229644694277,32.52048788580033
9,31.84892034399855,30.880518611469885,32.66940304316459,31.631966727847704,31.093434230926214
10,30.444872794840062,29.527840216054784,31.219932183075194,30.24672932588907,29.72950515025528
11,29.103691988078353,28.232598751849608,29.834552090208682,28.917977813822656,28.424796524142995
12,27.824752491315806,26.998184181875722,28.51227506972518,27.649845544979566,27.180459555308467
13,26.603734993179188,25.820966345586424,27.25049799909792,26.44048146510373,25.992551004100942
14,25.437716923694165,24.69639323614537,26.04815208147336,25.285958970458164,24.858438386584368
15,24.32467058626733,23.622678440254415,24.900394208968592,24.18399170283178,23.77653899203751
16,23.261763687540395,22.59709461470063,23.80263205251602,23.13182836666539,22.743396700060583
17,22.24748674641219,21.61925984169266,22.755827456377446,22.12967455181965,21.759173979427715
18,21.27623501207468,20.681778881555392,21.754905991440207,21.170331183224885,20.81707335929517
19,20.347778740174775,19.784253589155544,20.79853355127834,20.252734746887644,19.915676632626628
20,19.46175545556953,18.927987413970495,19.88675156312545,19.378426288143654,19.05741837717329
21,18.61464680247624,18.107688787047657,19.013953217917408,18.541074163588984,18.235572893590188
22,17.804439425154694,17.32322955932295,18.178843514467115,17.74032892360954,17.449859826554874
23,17.03020248753764,16.57259030311198,17.380765851324163,16.97443864651998,16.699027252040583
24,16.290338905692547,15.853886553228785,16.61865958344942,16.241407390849627,15.98033226812271
25,15.58370764516157,15.168093682821834,15.891179527706969,15.540808240179082,15.293337616123132
26,14.909423953860424,14.512687987274342,15.196841077117933,14.871799407443124,14.6374792395083
27,14.266350260976752,13.885630628293455,14.53355721333003,14.231440838749316,14.011707787588536
28,13.650132704071012,13.28548292706615,13.89984984432852,13.618358283098349,13.411746329101579
29,13.061165480740978,12.711036541516952,13.293902628453177,13.032010167373636,12.8380854829541
30,12.49605889603743,12.159938391320226,12.713330855714247,12.46926755703325,12.288558738346063
31,11.956029227610392,11.632036580308856,12.157401193455254,11.930765442310518,11.762311565034373
32,11.437880240856169,11.126084352064689,11.624454809701032,11.413929872012762,11.2568552210239
33,10.943928802138107,10.643545955162343,11.11647337896825,10.920673568761536,10.775505452381923
34,10.471202368233348,10.183131169623714,10.630995051482428,10.44990114145367,10.315542959720249
35,10.020047852348016,9.742827385844821,10.167412839453462,9.99946761736215,9.87605273943226
36,9.589054075319556,9.322061857597594,9.7251502106913,9.568799465452283,9.455244232347015
37,9.176247155204901,8.919340893402605,9.301893711098462,9.156327654602427,9.052168364313042
38,8.781012560897585,8.534549918828658,8.896246278468565,8.761901320924116,8.66671039836929
39,8.403289171423541,8.167417267920847,8.50878155299182,8.384861199737228,8.298053887686956
40,8.042949117740084,7.817296812054607,8.138653041425652,8.025267607719078,7.946027238664738
41,7.6968614220887845,7.481455418829707,7.784124447651955,7.680597986159747,7.607683065533244
42,7.366828755433208,7.161000716403113,7.445808765852624,7.352040111880943,7.284548953301301
43,7.050621661066056,6.854018135463857,7.1216613734812935,7.0370096665087285,6.974293916850624
44,6.746383027391472,6.558714488903445,6.81061632294863,6.734048339674968,6.675894129579146
45,6.455500826459516,6.276012342698306,6.513333637351385,6.444627235808004,6.3899987771926
46,6.176816356472581,6.004753968444361,6.229000514288355,6.166655317837855,6.116060203398384
47,5.911818891643575,5.74664740694646,5.958429504910298,5.902278873940941,5.855345005717687
48,5.658932841271936,5.500026830204373,5.700261053122126,5.649823931725694,5.606657789585635
49,5.416882094327959,5.264655523290306,5.4537825649099805,5.408992400922134,5.368798326504485
50,5.185810338041069,5.039659093276824,5.218409401939882,5.179051796449413,5.141417625429783
51,4.965603381929235,4.82509696332447,4.993806555262512,4.9601041806147315,4.924649205429411
52,4.755801485058736,4.619913829932006,4.779256722054479,4.75131218898677,4.717780107263103
53,4.555289913708367,4.423368406317404,4.573878500792924,4.551391988063325,4.520024680464618
54,4.363468466550371,4.23549896727535,4.377725512744511,4.360413579820604,4.330949577614978
55,4.180018164057916,4.055909547723832,4.190381235276938,4.177671564986412,4.149966735986961
56,4.004539890114923,3.884005120808657,4.011329161284643,4.002361716267772,3.976833450710977
57,3.8366949000184505,3.719450229674287,3.839540731790122,3.8347533382336545,3.8111682353217753
58,3.67578460773006,3.561830594454015,3.675405064915683,3.674248148078842,3.6522756232242903
59,3.522168969892899,3.411282849750295,3.5186999761592657,3.521037601262076,3.5007976439340522
60,3.3749781081968497,3.267216271334085,3.3687868811239574,3.3739250039067104,3.3555438529908312
61,3.2339656728779023,3.129362933601981,3.2252936869164084,3.2330493512867515,3.216617476125101
62,3.0988709746110072,2.9975964811412257,3.0880256372694777,3.0983517325758054,3.0836635271074107
63,2.969558526024665,2.871420016471545,2.9569449050387457,2.9694965020787603,2.9564783894380864
64,2.8450839907404193,2.7501730793502004,2.831355214927214,2.8455075974907786,2.8340563930900045
65,2.7260387554721124,2.6339911995527685,2.711308318272712,2.7270520769032016,2.7168264226631793
66,2.6122921574414106,2.523005501791965,2.596429798099314,2.6140650210647167,2.6050496314276557
67,2.503590101331799,2.41690954127412,2.4864044190905785,2.505676328639977,2.498132902228528
68,2.3994965255533915,2.3153779709384072,2.38107446017127,2.401907061469212,2.395397570238613
69,2.299873750397731,2.218386373734467,2.280316792719355,2.3025121938651485,2.296862866734137
70,2.2049281541773205,2.125575001743159,2.1837498020649533,2.2074314233797168,2.202675179198472
71,2.1133580364913755,2.036361850760629,2.0907738585685,2.1157804629538055,2.1115672728626786
72,2.025668893700422,1.9506276583968387,2.0017452113276115,2.0279069880669662,2.024221254366623
73,1.941819609787311,1.8685320496707791,1.9167688287797922,1.9436020918490202,1.9409457870629394
74,1.8609783207347306,1.789802759486357,1.835316067509658,1.862492230883879,1.8609713722324503
75,1.7837633754437483,1.7145658933462986,1.7577858645826006,1.7851658520661062,1.784623355183313
76,1.709816712786762,1.6425888075739956,1.6834982852718143,1.7109886690672096,1.7113718151176767
77,1.6388546273443263,1.5735958672201293,1.612494394732975,1.6397948828680156,1.6411299650987494
78,1.5708047750370375,1.507680264403061,1.54475265033936,1.571677554438954,1.5738980501383504
79,1.5057423107385548,1.444748143518957,1.4803681186869229,1.5068935293348482,1.5098279773992518
80,1.4432915126329624,1.3844131065088912,1.4186701805086486,1.444711592194965,1.4481784519132623
81,1.3835035466928354,1.3265990869588107,1.3590912047475743,1.385002113740342,1.3888134685687155
82,1.3262278751159726,1.2712017151247181,1.3020676131706121,1.3277688112326151,1.3319037879951294
83,1.27139653200583,1.2181312471007082,1.2475687719655637,1.2728874874547658,1.2772229772447288
84,1.2190571502337635,1.167442223670532,1.1954912896120269,1.2204320443189058,1.2251129720204479
85,1.1690318578181147,1.1190957538402861,1.1458340580503454,1.1702412109935711,1.1753311481337219
86,1.1212541590000653,1.0729286972264018,1.098739662491838,1.1223331194473725,1.127961621613882
87,1.075327819968971,1.0286030366402303,1.0535083356140096,1.0762878585532487,1.0823063716512114
88,1.0311004911453214,0.9861740046496114,1.0101315979642054,1.0321664519444453,1.0384224697185727
89,0.9889755999333367,0.9456006633459118,0.9687313756568319,0.9900961591333477,0.9964921590787494
90,0.9484346603205738,0.906489336988315,0.9289480925833135,0.9496644732891519,0.9561007284757896
91,0.9095880196868288,0.869072835011902,0.8909056200355051,0.9110016694375281,0.9175138000621675
92,0.8724843192410019,0.833320492848561,0.8546631906202642,0.8741396319003214,0.8807158682705022
93,0.8370568979748688,0.7992225985649877,0.8200786600690511,0.8390647473664168,0.8454764630468405
94,0.8031306087799499,0.7667000529248441,0.7871871549208529,0.805675343738626,0.8119650910727243
95,0.7709148704089089,0.7357431885700718,0.7559904957340566,0.7739910362641174,0.7801426023617196
96,0.7401677289106816,0.7061845585923449,0.7263270051331318,0.7438116784462091,0.7498192322960482
97,0.7108120469450435,0.6778233194892074,0.6979716051995491,0.7150048525984221,0.7209096948019731
98,0.6827554998590976,0.6507740438897661,0.6708485933350322,0.6875715014921652,0.6934403428247224
99,0.6561261468258088,0.6249959088270285,0.6448019637749242,0.6612874052320719,0.6672127663379666
100,0.6304447868355776,0.6001952352872013,0.619797734414704,0.6358852683204453,0.6419169903146312
