,0
0,0.03
1,0.03
2,0.03
3,0.03
4,0.03
5,0.029999999999999995
6,0.030000000000000002
7,0.030000000000000002
8,0.03
9,0.030000000000000002
10,0.029999999999999995
11,0.03
12,0.030000000000000002
13,0.029999999999999992
14,0.029999999999999995
15,0.029999999999999992
16,0.03
17,0.029999999999999995
18,0.03
19,0.03
20,0.030000000000000006
21,0.03
22,0.029999999999999995
23,0.029999999999999995
24,0.030000000000000002
25,0.03
26,0.030000000000000002
27,0.030000000000000002
28,0.029999999999999995
29,0.029999999999999995
30,0.03
31,0.029999999999999995
32,0.029999999999999995
33,0.029999999999999995
34,0.029999999999999995
35,0.029999999999999995
36,0.030000000000000002
37,0.030000000000000002
38,0.03
39,0.030000000000000006
40,0.03
41,0.03
42,0.030000000000000002
43,0.03
44,0.030000000000000006
45,0.030000000000000006
46,0.03
47,0.03
48,0.030000000000000002
49,0.030000000000000002
50,0.03
51,0.030000000000000002
52,0.030000000000000002
53,0.03
54,0.03
55,0.029999999999999992
56,0.029999999999999995
57,0.03
58,0.03
59,0.030000000000000002
60,0.03
61,0.03
62,0.030000000000000002
63,0.030000000000000002
64,0.030000000000000002
65,0.030000000000000002
66,0.030000000000000006
67,0.030000000000000002
68,0.029999999999999995
69,0.030000000000000002
70,0.030000000000000002
71,0.03
72,0.029999999999999995
73,0.030000000000000002
74,0.030000000000000002
75,0.03
76,0.029999999999999995
77,0.03
78,0.030000000000000002
79,0.029999999999999995
80,0.03
81,0.030000000000000002
82,0.03
83,0.029999999999999995
84,0.03
85,0.030000000000000002
86,0.03
87,0.029999999999999995
88,0.029999999999999995
89,0.030000000000000006
90,0.030000000000000002
91,0.029999999999999995
92,0.029999999999999992
93,0.030000000000000002
94,0.03
95,0.029999999999999995
96,0.03
97,0.03
98,0.03
99,0.03
